사번,이름,채용경로,성별,나이,근속기간,출신대학,대학구분,학점,학력,입사년도,직군,팀구분,퇴직구분,매니저여부,잔업시간,성과점수,미사용.휴가일수,연봉,사업장위치,본인.인지능력,본인.인내력,본인.실행력,매니저.비전,매니저.소통,매니저.실행력,직원만족도,매출액.천원,불량건수
3088,조나일,공채,남,48,31.6,중앙대학교,기타,76,학사,2015,마케팅영업,마케팅팀,No,No,83,38.1,14,88862050,일본,74,78,82,92,74,3,61.4,71944,NA
5634,하국태,공채,남,30,8.4,고려대학교,top5,86.22,학사,2015,제조생산,인력팀,No,No,195,37.4,13,38143924,서울(본사),79,70,99,88,67,1,60.8,NA,4
1722,하경무,공채,남,45,27.2,성균관대학교,top8,70.22,전문대,2011,연구개발,마케팅팀,No,No,82,49.4,6,130475696,일본,77,68,80,91,70,8,62.5,NA,NA
4748,류공민,인턴,남,31,8.5,한세대학교,기타,73.11,학사,2015,연구개발,신규서비스개발팀,No,No,166,50,22,79572709,대전(연구소),89,79,64,37,47,53,52.1,NA,NA
2927,주건섭,공채,남,41,31.1,서강대학교,top8,75.11,학사,2014,제조생산,기술팀,No,Yes,168,35.3,9,90273404,서울(본사),97,84,81,27,15,37,43.3,NA,2
2526,최경복,공채,남,42,19.7,서강대학교,top8,83.02,전문대,2013,제조생산,마케팅팀,Yes,No,298,32,20,59564341,서울(본사),82,90,76,97,8,19,45.8,NA,11
1229,강가설,공채,여,32,25.4,이화여자대학교,기타,76.89,전문대,2010,제조생산,생산팀,Yes,Yes,316,57.4,10,45225696,베트남,98,79,99,25,6,42,42.5,NA,24
1795,최남기,산학,남,46,25.2,한국과학기술원,top5,87.11,박사,2011,연구개발,마케팅팀,No,No,89,38.2,17,124941981,베트남,70,68,90,88,73,42,63.2,NA,NA
1758,강귀영,공채,여,45,39,동국대학교,수도권,84.22,석사,2015,제조생산,생산팀,No,Yes,141,20.3,20,85274898,서울(본사),78,68,70,24,27,32,47,NA,4
2467,하경택,산학,남,37,16.6,한양대학교,top8,80,고졸,2013,제조생산,기술팀,No,No,155,44.5,20,72745417,일본,92,83,90,7,8,34,41.8,NA,2
4169,임경도,공채,남,38,22.8,경상대학교,기타,86.44,학사,2016,마케팅영업,기술팀,No,No,63,41.1,4,76574202,미국,84,85,100,28,16,10,40,34248,NA
800,정경진,공채,여,30,13.8,서강대학교,top8,70.89,석사,2012,마케팅영업,기술팀,No,No,236,35.5,9,53742778,중국,86,66,82,9,12,12,34.5,30546,NA
3010,순강길,산학,남,54,32.8,고려대학교,top5,62.67,전문대,2011,마케팅영업,생산팀,No,No,13,48.6,14,99444759,서울(본사),70,79,62,40,0,72,50.2,62321,NA
1580,조강정,공채,여,40,23.8,단국대학교,기타,78.44,학사,2011,연구개발,기술팀,No,No,5,59.6,6,100943126,중국,68,92,83,7,9,1,41.5,NA,NA
4258,한경모,산학,남,37,15.2,포항공과대학교,top5,88,학사,2016,제조생산,기술팀,No,No,224,49.6,12,45145417,서울(본사),81,75,73,23,12,5,45.8,NA,9
4167,장가령,공채,여,34,23,서강대학교,top8,88.84,학사,2016,제조생산,생산팀,No,Yes,125,30.7,9,40433265,베트남,84,69,81,24,17,41,47.8,NA,20
3667,장남익,공채,남,34,13.2,한양대학교,top8,70.22,고졸,2012,경영지원,생산팀,No,No,84,28.8,8,87171563,서울(본사),90,68,86,13,8,17,42.3,NA,NA
5116,여국만,해외,남,42,22.9,아주대학교,기타,84.22,학사,2011,연구개발,사업팀,Yes,No,242,53.6,0,125564341,미국,97,90,94,44,26,43,46.7,NA,NA
2970,장경욱,공채,남,33,12.6,영남대학교,기타,76.44,석사,2012,마케팅영업,기술팀,No,No,13,58.2,21,65880278,서울(본사),93,88,95,23,20,37,44,119685,NA
1639,임강규,산학,남,40,22.3,충북대학교,기타,85.11,학사,2011,제조생산,생산팀,No,No,153,50.5,11,69031772,중국,79,79,74,16,12,11,47.5,NA,33
4286,임규탁,공채,남,49,43.6,인하대학교,기타,80.67,고졸,2014,연구개발,사업팀,Yes,Yes,225,34.4,19,154578683,미국,85,83,85,47,26,40,43.3,NA,NA
2403,최규태,산학,남,46,24.8,서울대학교,top5,72.44,학사,2012,연구개발,기술팀,Yes,No,543,82.4,6,108279481,대전(연구소),75,94,70,13,4,27,42.1,NA,NA
3926,장남연,공채,남,34,15,충북대학교,기타,72,전문대,2012,마케팅영업,기술팀,No,No,43,27.6,10,67209063,서울(본사),97,94,69,7,5,16,37.6,82733,NA
5532,조강옥,공채,여,27,22.7,성균관대학교(인문사회과학),기타,76.22,학사,2015,제조생산,마케팅팀,No,Yes,158,44.1,14,58431772,서울(본사),98,97,71,91,77,48,67.5,NA,4
3475,윤군모,공채,남,33,12.4,한국외국어대학교,기타,62.44,박사,2011,제조생산,기술팀,No,No,319,51.4,13,88840278,서울(본사),97,99,63,9,12,31,40.3,NA,16
4114,윤규화,산학,여,34,19.4,한양대학교,top8,79.56,학사,2016,연구개발,마케팅팀,No,No,60,44.3,5,48145417,베트남,84,87,93,90,73,23,62.3,NA,NA
1984,박가현,공채,여,38,33.8,동아대학교,기타,74.89,학사,2011,연구개발,사업팀,No,Yes,5,59.6,2,105323404,베트남,89,97,80,54,52,23,52.4,NA,NA
449,이규로,인턴,남,29,9.1,아주대학교,기타,87.11,학사,2011,마케팅영업,생산팀,No,No,13,52.9,15,38125139,베트남,71,90,75,1,27,85,49.1,72102,NA
1775,윤나은,공채,여,40,26.8,공주대학교,기타,74.67,학사,2011,연구개발,생산팀,No,No,0,66.2,0,120618126,미국,81,95,98,32,21,1,46.6,NA,NA
2918,임가인,공채,여,39,31.2,부산대학교,국립,60.22,학사,2014,연구개발,마케팅팀,Yes,Yes,192,40,7,87577189,베트남,78,78,90,91,23,43,48.7,NA,NA
2416,류군모,산학,남,44,26.2,충북대학교,기타,80,박사,2012,마케팅영업,기술팀,No,No,65,45.1,15,126346911,일본,84,94,66,27,20,35,40,53091,NA
975,최가숙,공채,여,33,16.5,서강대학교,top8,88.44,학사,2010,제조생산,기술팀,No,No,276,60.1,5,74036633,미국,75,79,86,14,4,29,46.3,NA,7
5334,주건모,공채,남,33,13.5,고려대학교,top5,80,학사,2010,제조생산,기술팀,No,No,153,39.5,9,85770278,미국,95,99,83,19,4,31,42.8,NA,7
1669,강건표,공채,남,41,22,국민대학교,기타,86,석사,2011,제조생산,기술팀,No,No,415,71.7,9,70600557,대전(연구소),79,79,85,26,7,5,51.8,NA,8
4147,조경욱,공채,남,38,21.3,경희대학교(국제캠퍼스),기타,83.78,고졸,2016,연구개발,품질보증팀,No,No,59,29.9,15,61574202,베트남,99,93,82,50,50,36,47.4,NA,NA
4019,박경채,공채,여,36,21.7,인하대학교,기타,84.67,학사,2015,마케팅영업,마케팅팀,No,No,30,49.8,8,69002987,미국,90,76,65,92,73,71,65.5,57949,NA
4801,한규건,공채,남,36,19.5,숭실대학교,기타,80,학사,2012,제조생산,금융팀,No,No,276,45,7,79879133,미국,69,92,98,14,49,65,51,NA,6
1459,박공민,산학,남,41,19.4,한양대학교,top8,74.44,학사,2011,마케팅영업,생산팀,No,No,44,34.4,21,58075557,베트남,72,79,62,3,26,42,42.7,98878,NA
1553,정경순,산학,여,40,32.9,이화여자대학교,기타,68.22,박사,2011,제조생산,기술팀,No,Yes,218,30.1,7,93205974,서울(본사),67,67,99,24,16,45,43.8,NA,6
473,박강윤,공채,여,34,28.6,이화여자대학교,기타,75.33,고졸,2011,제조생산,사업팀,No,Yes,230,53.1,12,84963265,서울(본사),77,88,96,7,32,12,52.4,NA,6
2864,여국만,공채,남,40,20.1,한국과학기술원,top5,59.3,석사,2014,제조생산,생산팀,No,No,180,52.6,23,56556772,서울(본사),95,67,65,28,22,22,48.8,NA,2
137,강규영,인턴,남,30,12,아주대학교,기타,74,학사,2012,제조생산,기술팀,No,No,240,42.6,5,42643924,대전(연구소),90,92,96,20,26,23,49.2,NA,20
1135,정규경,인턴,남,31,12.2,고려대학교,top5,76.44,박사,2016,제조생산,생산팀,No,No,191,37.2,5,41572709,베트남,81,93,98,3,18,28,47.6,NA,14
1494,조경도,공채,남,43,22,성균관대학교,top8,80.67,석사,2011,연구개발,사업팀,No,No,28,64.2,5,89005626,베트남,70,84,67,37,45,56,55.7,NA,NA
307,이국길,공채,남,35,14,고려대학교,top5,60.22,학사,2010,연구개발,마케팅팀,No,No,73,57.1,7,105100348,중국,83,90,94,69,73,26,62.4,NA,NA
2856,정경륜,공채,남,38,17.4,한양대학교,top8,90.44,학사,2014,경영지원,마케팅팀,No,No,19,28.1,22,61699202,베트남,92,69,89,92,71,28,64,NA,NA
4377,장국도,공채,남,37,29.7,영남대학교,기타,87.11,박사,2011,연구개발,생산팀,No,Yes,65,59.5,11,166843265,서울(본사),74,74,74,20,26,12,48,NA,NA
1941,강경임,공채,여,40,23.2,중앙대학교,기타,84.89,석사,2011,제조생산,기술팀,No,No,328,52.7,2,61255626,서울(본사),82,94,95,17,19,19,45.6,NA,16
5370,임강윤,공채,여,35,18.7,연세대학교,top5,94.65,전문대,2010,연구개발,기술팀,No,No,32,50.4,1,96886702,서울(본사),79,88,75,17,9,4,43.8,NA,NA
4809,조경복,공채,남,34,13.7,한양대학교,top8,71.33,박사,2011,연구개발,생산팀,No,No,158,81.2,4,130884063,대전(연구소),71,91,93,8,41,3,50.3,NA,NA
4161,윤강태,공채,남,45,29.2,연세대학교,top5,72.67,석사,2014,제조생산,기술팀,No,No,177,54.9,18,66700696,서울(본사),92,94,64,23,17,22,42.2,NA,3
1975,정단엽,공채,남,37,16.5,서울시립대학교,기타,86.28,학사,2011,마케팅영업,생산팀,No,No,35,68.8,10,50151667,베트남,99,74,98,26,32,85,54.1,81404,NA
3132,윤건우,산학,남,38,20.1,인하대학교,기타,70.67,학사,2014,제조생산,사업팀,No,No,178,53.1,4,53699202,서울(본사),77,90,78,77,61,30,63.9,NA,3
5137,장강숙,인턴,여,30,15.4,이화여자대학교,기타,66.74,학사,2014,경영지원,생산팀,No,No,2,47.1,10,64480278,대전(연구소),72,93,94,7,14,1,39.1,NA,NA
42,조경복,인턴,남,39,21.6,경희대학교,기타,90.44,학사,2012,마케팅영업,마케팅팀,No,No,61,54.7,15,130718274,서울(본사),99,77,86,94,72,69,70.5,62169,NA
516,순건모,공채,남,35,26.8,경원대학교,기타,77.78,고졸,2011,연구개발,사업팀,No,Yes,252,84.2,11,134225696,대전(연구소),72,98,70,9,65,7,53.5,NA,NA
609,임경모,공채,남,31,10.2,인하대학교,기타,83.33,학사,2012,제조생산,마케팅팀,No,No,153,36,20,68541459,일본,67,80,76,70,74,30,64.3,NA,1
3515,정규강,공채,남,41,22.3,건국대학교,기타,92.22,석사,2015,연구개발,사업팀,No,No,121,58.3,4,94985557,서울(본사),92,86,87,53,39,17,49.3,NA,NA
344,정기천,공채,남,33,11.2,중앙대학교,기타,78.44,학사,2011,제조생산,사업팀,No,No,289,41.8,10,59342778,중국,98,100,74,7,23,27,45.8,NA,29
2517,박경란,산학,여,47,32,인하대학교,기타,85.11,박사,2016,마케팅영업,마케팅팀,No,No,24,48.6,5,81719620,미국,90,90,74,91,73,71,66.2,50349,NA
4191,장경복,공채,남,38,18.9,인하대학교,기타,83.78,석사,2016,제조생산,기술팀,No,No,345,53.3,9,46574202,대전(연구소),94,98,65,12,6,8,42.2,NA,28
3812,최경윤,공채,여,43,26.7,PENN STATE - UNIVERSITY PARK,해외,67.56,학사,2011,제조생산,기술팀,No,No,126,46.4,9,40279481,베트남,73,68,90,14,3,49,49.4,NA,16
2149,최경규,공채,남,41,22.4,충북대학교,기타,72.44,학사,2011,제조생산,사업팀,No,No,197,35.8,25,70035557,서울(본사),95,80,63,26,62,48,52.2,NA,3
336,최교묵,인턴,남,38,19.3,충남대학교,국립,70.22,학사,2014,연구개발,마케팅팀,No,No,51,43,23,112874202,미국,84,96,98,91,70,27,62.6,NA,NA
343,강군길,공채,남,36,16.2,고려대학교(세종),기타,79.56,전문대,2011,제조생산,품질보증팀,No,No,325,79.8,17,62916633,대전(연구소),95,94,67,32,35,14,55.6,NA,34
475,최규민,공채,남,31,11.1,경북대학교,국립,72.44,석사,2011,제조생산,생산팀,No,No,401,26.8,12,75735209,미국,79,69,91,17,28,36,48.2,NA,30
4800,한가현,공채,여,33,18.5,성균관대학교,top8,70.22,학사,2011,제조생산,생산팀,Yes,No,321,35.3,11,35616633,서울(본사),70,84,68,26,25,4,36.5,NA,32
3306,정국길,공채,남,36,19.8,금오공과대학교,기타,76.89,학사,2012,제조생산,사업팀,No,No,153,43.6,14,35066633,베트남,98,75,96,17,38,36,51.3,NA,23
4021,장건모,산학,남,48,25.8,경북대학교,국립,89.11,학사,2012,제조생산,기술팀,No,No,232,36.2,26,77037050,서울(본사),68,90,70,18,10,33,42.6,NA,4
4404,최가실,인턴,여,38,24.2,서울시립대학교,기타,92.56,박사,2013,연구개발,사업팀,No,No,102,84.2,6,91960557,대전(연구소),87,95,63,39,43,23,54.5,NA,NA
425,박가선,공채,여,30,23,한국외국어대학교,기타,86.22,석사,2011,연구개발,인력팀,No,Yes,216,65.6,0,139248126,미국,90,73,81,68,75,3,59.8,NA,NA
2910,장강필,산학,남,42,25.6,서울대학교,top5,67.56,석사,2014,제조생산,인력팀,No,No,178,49.4,11,77414341,일본,89,87,94,93,82,18,66.6,NA,4
3363,조경율,산학,남,45,21.8,서울대학교,top5,81.33,학사,2014,연구개발,마케팅팀,No,No,35,49.5,1,129700696,미국,68,72,78,90,73,32,64.7,NA,NA
5410,정교묵,공채,남,34,14.3,한양대학교,top8,75.78,전문대,2013,제조생산,품질보증팀,No,No,228,40.9,13,68909063,일본,91,94,86,38,48,12,45.5,NA,5
5015,최규민,해외,남,33,17.2,성균관대학교(자연과학),기타,67.56,박사,2011,연구개발,사업팀,No,No,90,55.1,19,144280278,일본,82,72,92,42,32,28,52.8,NA,NA
2637,강규백,산학,남,40,32,한양대학교,top8,73.11,전문대,2013,연구개발,기술팀,No,Yes,332,23.2,16,134844620,대전(연구소),88,67,81,13,5,19,41.2,NA,NA
2235,강경욱,공채,남,43,35.4,중앙대학교,기타,83.78,고졸,2012,연구개발,금융팀,No,Yes,28,53.7,16,143030974,서울(본사),79,96,98,32,37,74,53.7,NA,NA
1783,강교묵,공채,남,42,21.4,인하대학교,기타,70.67,학사,2011,연구개발,기술팀,No,No,83,56.7,7,86889341,베트남,67,75,90,29,16,22,48.5,NA,NA
2645,임군모,공채,남,41,20.4,경북대학교,국립,92.33,고졸,2013,경영지원,마케팅팀,No,No,165,31.9,26,94610557,서울(본사),72,86,90,90,73,49,65.9,NA,NA
1201,정가혜,공채,여,25,8.4,경희대학교(국제캠퍼스),기타,76.22,학사,2016,제조생산,금융팀,No,No,167,33,11,20286354,중국,87,87,72,6,26,41,43.9,NA,25
430,여경채,공채,여,33,27.3,서울시립대학교,기타,89.56,학사,2011,제조생산,인력팀,No,Yes,120,65.3,1,103534481,미국,85,99,83,70,80,46,63.1,NA,6
86,임건표,공채,남,33,16.5,한국기술교육대학교,기타,76,학사,2011,제조생산,마케팅팀,Yes,No,378,43.2,20,43930278,서울(본사),86,71,78,90,22,42,49.4,NA,3
408,임기백,공채,남,33,14.3,경상대학교,기타,91.11,학사,2011,경영지원,마케팅팀,No,No,94,38.9,9,109200278,미국,98,73,74,68,70,42,63.9,NA,NA
3895,임기범,공채,남,36,16.5,인하대학교,기타,80,학사,2015,연구개발,기술팀,No,No,72,31.4,27,86716633,서울(본사),87,88,100,21,12,35,42.3,NA,NA
456,하경태,공채,남,50,28.8,경희대학교(국제캠퍼스),기타,86.51,학사,2016,제조생산,기술팀,No,No,194,39,9,63719620,서울(본사),78,91,77,23,6,30,44.8,NA,3
688,정기주,공채,여,30,10.6,고려대학교,top5,87.33,학사,2012,마케팅영업,생산팀,No,No,20,52.9,3,28980278,베트남,76,77,82,13,21,87,48.8,61970,NA
1927,강경수,공채,남,43,23.3,경기대학교,기타,74.89,학사,2011,연구개발,사업팀,No,No,66,53.1,8,128318126,일본,76,79,95,35,41,38,56.3,NA,NA
2333,정경무,공채,남,46,38.7,연세대학교,top5,82.79,석사,2014,제조생산,기술팀,No,Yes,154,46.5,20,98692328,서울(본사),100,72,70,25,6,41,43.9,NA,2
3201,전경백,해외,남,34,13.3,건국대학교,수도권,78.22,석사,2011,마케팅영업,기술팀,No,No,13,48.7,11,71052813,서울(본사),78,97,96,23,16,39,42.2,175247,NA
2628,조경선,공채,여,41,26.1,고려대학교,top5,80,학사,2013,제조생산,마케팅팀,No,No,295,54.1,9,31271911,베트남,94,84,90,93,73,29,66.3,NA,26
5482,주경옥,인턴,여,28,12.1,한동대학교,기타,58.89,학사,2014,제조생산,마케팅팀,No,No,150,44.5,12,5872709,베트남,97,88,73,93,71,65,68.3,NA,16
2697,주강필,산학,남,46,29.1,고려대학교,top5,72.44,학사,2015,연구개발,마케팅팀,Yes,No,200,36.1,15,118004481,미국,68,98,83,91,21,33,48.4,NA,NA
2289,장강미,산학,여,42,29,서강대학교,top8,81.56,학사,2012,연구개발,생산팀,No,No,5,54.6,9,100775696,서울(본사),86,69,91,32,21,7,47.4,NA,NA
3768,조강만,공채,남,39,18.8,한국항공대학교,기타,92.44,전문대,2015,제조생산,금융팀,No,No,322,71.3,7,51002987,대전(연구소),78,100,75,42,22,54,56.8,NA,30
549,류공민,공채,남,36,23.4,인천대학교,기타,76.44,학사,2011,경영지원,기술팀,No,Yes,61,38.6,12,100466981,베트남,97,74,77,2,5,29,38.8,NA,NA
211,한규백,공채,남,46,28,부산대학교,국립,78,박사,2015,연구개발,마케팅팀,No,No,55,53.3,21,106004481,베트남,85,93,63,89,72,53,65.5,NA,NA
3304,조기린,공채,여,37,18.8,경희대학교(국제캠퍼스),기타,82,학사,2014,연구개발,사업팀,No,No,42,61.4,12,85831772,중국,98,99,98,32,47,13,49.7,NA,NA
957,박규경,공채,여,29,25.8,고려대학교(세종),기타,88,학사,2012,연구개발,기술팀,No,Yes,67,70.2,3,114451841,대전(연구소),99,75,86,5,13,13,42.9,NA,NA
3842,정강옥,공채,여,38,21.8,경북대학교,국립,74.67,학사,2015,제조생산,생산팀,No,No,200,32,7,16935557,베트남,77,77,96,9,18,24,42.2,NA,17
5426,임경륜,공채,남,35,15.4,UNIVERSITY OF MINNESOTA,해외,88,학사,2012,마케팅영업,마케팅팀,No,No,50,38,5,68487848,서울(본사),71,77,75,75,72,19,61,28129,NA
3213,주경수,공채,남,32,10.1,세종대학교,기타,87.11,학사,2011,제조생산,기술팀,No,No,314,39.2,6,57313994,서울(본사),89,71,65,1,13,31,41.7,NA,10
1222,조기문,공채,남,35,16.8,한양대학교,top8,66.67,학사,2010,제조생산,금융팀,Yes,No,345,51.1,5,24937848,베트남,100,80,76,1,32,85,48.6,NA,23
5101,조나리,공채,여,28,11.5,한동대학교,기타,86.22,석사,2013,마케팅영업,생산팀,No,No,20,38.2,7,68822709,미국,78,67,82,19,15,39,43.3,50029,NA
1299,최공민,공채,남,35,23.1,수원대학교,기타,81.33,학사,2010,연구개발,생산팀,No,Yes,56,65.4,19,156825696,미국,78,71,63,28,27,28,50.5,NA,NA
3203,조경태,공채,남,42,25.4,연세대학교,top5,67.21,학사,2014,연구개발,사업팀,No,No,87,51,12,74414341,베트남,75,92,62,51,63,62,59.8,NA,NA
5264,임경무,인턴,남,34,11.4,중앙대학교,기타,81.94,학사,2011,마케팅영업,생산팀,No,No,13,67.9,11,66759063,중국,78,78,98,16,19,39,47.5,84255,NA
2775,조기주,공채,여,54,39.9,서울대학교,top5,91.86,학사,2014,마케팅영업,마케팅팀,Yes,No,208,35.8,14,46721113,베트남,86,76,91,91,18,39,47.9,29885,NA
984,한강미,공채,여,29,11.2,순천향대학교,기타,80.44,학사,2013,연구개발,사업팀,No,No,5,56.9,8,94426494,일본,82,75,97,15,30,34,47.9,NA,NA
1102,정가주,공채,여,26,12.9,한양대학교(ERICA캠퍼스),기타,81.56,석사,2016,제조생산,인력팀,No,No,405,34.1,5,21715139,서울(본사),78,71,63,64,76,7,61.2,NA,18
3231,하경태,산학,남,49,40.5,경북대학교,국립,77.56,석사,2014,경영지원,기술팀,No,Yes,19,53,9,106703683,베트남,83,95,90,13,4,26,40.4,NA,NA
659,여경화,해외,여,32,15.5,UNIVERSITY OF CALIFORNIA( LOS ANGELES),해외,76.44,학사,2012,경영지원,기술팀,No,No,5,45,10,76637848,서울(본사),70,96,76,3,4,29,37.3,NA,NA
1612,윤건우,공채,남,48,30,충남대학교,국립,75.78,석사,2011,마케팅영업,마케팅팀,No,No,13,25.5,7,90699550,서울(본사),71,80,64,91,73,1,59.7,30182,NA
2745,윤경수,산학,남,50,28.9,고려대학교,top5,72.44,학사,2016,연구개발,생산팀,No,No,100,51.9,1,103719620,서울(본사),96,82,93,4,11,19,45.9,NA,NA
477,장규탁,공채,남,34,19.8,건국대학교,기타,100,학사,2011,마케팅영업,생산팀,No,No,35,52.8,8,70839063,서울(본사),83,94,94,3,26,26,40.3,57543,NA
1768,최경모,공채,남,40,20.4,인하대학교,기타,87.11,석사,2011,제조생산,생산팀,No,No,157,61.2,10,43606772,베트남,98,71,71,19,39,46,51.5,NA,15
106,조가은,산학,여,31,27,부산대학교,국립,91.33,석사,2012,연구개발,생산팀,No,Yes,39,80.1,10,132684411,일본,86,67,94,20,30,38,55.6,NA,NA
846,한국도,공채,남,37,17.3,경희대학교,기타,87.56,고졸,2016,연구개발,기술팀,No,No,213,81.6,14,85145417,대전(연구소),72,90,94,23,8,2,46.9,NA,NA
4058,윤강만,공채,남,50,31.1,경희대학교(국제캠퍼스),기타,81.4,고졸,2015,제조생산,사업팀,No,No,178,45.1,9,66719620,서울(본사),71,81,91,28,52,38,54.3,NA,3
3177,정경도,공채,남,34,17.7,연세대학교,top5,67.11,학사,2012,경영지원,생산팀,No,No,8,40.9,19,106571563,미국,88,100,66,13,20,31,42.9,NA,NA
3464,한교묵,공채,남,37,17.2,전남대학교,국립,86.89,석사,2015,연구개발,사업팀,No,No,110,62.6,6,63145417,베트남,72,92,71,70,43,50,60.6,NA,NA
1589,윤기문,산학,남,42,23.2,인하대학교,기타,68.22,전문대,2011,제조생산,금융팀,No,No,313,36.4,26,72651841,서울(본사),85,94,77,28,46,75,51.8,NA,2
2885,강남호,공채,남,38,21.6,연세대학교,top5,83.78,학사,2010,제조생산,마케팅팀,No,No,203,56,7,68354202,서울(본사),81,81,81,91,73,39,68,NA,6
484,하경혜,공채,여,39,17.3,이화여자대학교,기타,76.44,학사,2011,제조생산,기술팀,No,No,171,37.4,12,59264341,서울(본사),95,82,66,3,6,28,39.4,NA,3
5728,윤경백,공채,남,31,16.4,서강대학교,top8,70,박사,2016,제조생산,생산팀,No,No,158,45.8,3,41572709,베트남,95,89,86,7,15,51,45.2,NA,13
2060,윤강모,공채,남,43,22.7,경기대학교,기타,93.56,학사,2011,제조생산,생산팀,No,No,284,48.5,10,88236876,일본,73,94,82,21,15,11,42.7,NA,8
2323,박기담,공채,남,42,23.5,인하대학교,기타,70.67,석사,2012,제조생산,생산팀,No,No,273,55.8,18,43464341,베트남,70,87,74,24,23,37,51.6,NA,19
2830,이기륭,공채,남,47,28.2,인하대학교,기타,77.56,학사,2011,연구개발,사업팀,No,No,65,30.8,16,119033265,중국,99,90,94,14,25,8,43,NA,NA
4512,박다호,인턴,남,55,35,아주대학교,기타,74.89,박사,2011,제조생산,품질보증팀,No,No,226,46.7,17,96488544,베트남,74,98,100,40,42,79,53.7,NA,16
707,정단엽,공채,남,34,12.8,고려대학교,top5,82.67,전문대,2011,제조생산,기술팀,No,No,290,82.7,3,61184063,대전(연구소),73,97,71,34,9,15,47.5,NA,14
2223,강경옥,공채,여,39,21.3,인하대학교,기타,88.22,학사,2012,연구개발,마케팅팀,Yes,No,169,45.6,9,88689341,중국,73,70,66,73,17,1,43.6,NA,NA
4497,최경율,공채,남,32,15.3,경북대학교,국립,90,석사,2012,연구개발,마케팅팀,Yes,No,244,58.8,11,99001494,일본,73,72,65,89,6,43,48,NA,NA
4224,임군길,산학,남,36,18,서울대학교,top5,81.33,학사,2016,연구개발,금융팀,No,No,28,38.3,18,58716633,베트남,72,93,73,15,40,84,50.7,NA,NA
1202,주경태,인턴,남,36,20.1,전북대학교,기타,79.56,학사,2013,마케팅영업,생산팀,No,No,74,37.3,13,66541633,서울(본사),76,76,66,21,13,29,43.4,27855,NA
4220,박국태,공채,남,35,18.3,고려대학교,top5,77.78,석사,2016,경영지원,마케팅팀,No,No,62,38,23,92287848,미국,82,97,62,95,77,22,64.7,NA,NA
1231,하규빈,공채,남,33,15.5,부산대학교,국립,79.78,학사,2010,경영지원,마케팅팀,No,No,8,63,9,66880278,베트남,100,82,73,87,72,33,64,NA,NA
4794,임국만,공채,남,45,26.5,서울시립대학교,기타,77.33,학사,2015,연구개발,기술팀,No,No,119,39.9,19,114575696,일본,79,79,63,27,9,29,39.1,NA,NA
5018,주국만,인턴,남,33,13.1,연세대학교,top5,66.98,학사,2012,마케팅영업,품질보증팀,No,No,110,30.8,9,66830278,서울(본사),68,81,74,81,23,35,48.2,28317,NA
3314,박규백,공채,남,40,20.6,인하대학교,기타,87.33,박사,2014,제조생산,마케팅팀,No,No,153,41,14,61556772,베트남,100,73,93,89,70,49,68.8,NA,15
4045,여강린,공채,여,49,33.2,연세대학교,top5,78.67,전문대,2015,제조생산,기술팀,No,No,208,34,13,32577189,베트남,97,75,69,30,18,59,46.2,NA,18
4546,조경표,인턴,남,41,22,한양대학교,top8,77.33,학사,2014,연구개발,기술팀,No,No,67,43.5,19,118660557,미국,80,94,95,25,20,32,38.8,NA,NA
638,정공민,해외,남,35,16.2,WASHINGTON STATE UNIVERSITY,해외,69,학사,2012,제조생산,생산팀,No,No,304,57.8,12,58337848,서울(본사),92,82,94,15,37,3,48,NA,8
5236,여건모,공채,남,31,11.4,서울시립대학교,기타,69.11,학사,2016,제조생산,기술팀,No,No,218,42.3,5,11572709,베트남,92,78,84,22,12,39,42.5,NA,21
3854,조경륜,공채,남,38,16.9,한양대학교,top8,87.56,학사,2015,연구개발,생산팀,No,No,183,44.9,17,89574202,대전(연구소),82,98,74,36,18,3,44.1,NA,NA
3514,박단용,공채,남,36,19.2,동국대학교,기타,87.78,석사,2015,경영지원,마케팅팀,No,No,95,37.1,11,76716633,서울(본사),70,83,75,91,74,34,64.5,NA,NA
3312,최건도,공채,남,39,21.1,고려대학교,top5,78.67,고졸,2014,제조생산,마케팅팀,Yes,No,338,41.3,15,51077987,서울(본사),98,88,69,88,15,27,45.6,NA,8
2761,조교묵,산학,남,40,18.5,충북대학교,기타,76,석사,2013,연구개발,신규서비스개발팀,Yes,No,204,49.2,19,102556772,중국,79,75,80,44,30,53,47,NA,NA
809,장경규,인턴,남,41,20.2,서강대학교,top8,78.67,전문대,2012,연구개발,기술팀,No,No,156,47.8,3,76998057,베트남,79,99,89,15,10,63,42.2,NA,NA
1987,김규리,인턴,여,33,17.6,한국과학기술원,top5,79.77,고졸,2015,마케팅영업,마케팅팀,No,No,48,61.8,12,44716633,서울(본사),70,90,91,93,74,71,66.6,97955,NA
5516,장경린,공채,여,50,45.7,성균관대학교,top8,74,석사,2015,제조생산,생산팀,No,Yes,182,60,9,91293822,서울(본사),92,84,69,23,18,26,47.5,NA,2
1444,조교묵,공채,남,41,33.3,충남대학교,국립,85.6,박사,2011,제조생산,기술팀,No,Yes,223,65.3,4,152898404,미국,93,72,73,17,21,29,44.2,NA,16
1686,김기범,공채,남,42,23,인하대학교,기타,88,석사,2011,연구개발,기술팀,No,No,28,56.7,11,86889341,베트남,88,82,84,21,11,41,47.9,NA,NA
